PMID,Title,Abstract
35986284,Acceptance of clinical decision support system to prevent venous thromboembolism among nurses: an extension of the UTAUT model.,"BACKGROUND: Venous thromboembolism has been a major public health problem and caused a heavy disease burden. Venous thromboembolism clinical decision support system was proved to have a positive influence on the prevention and management of venous thromboembolism. As the direct users, nurses' acceptance of this system is of great importance to support the successful implementation of it. However, there are few relevant studies to investigate nurses' acceptance and the associated factors are still unclear. OBJECTIVE: To investigate the determinant factors of nurses' acceptance of venous thromboembolism clinical decision support system with the modified Unified Theory of Acceptance and Use of Technology. METHODS: We designed a questionnaire based on the modified Unified Theory of Acceptance and Use of Technology and then a cross-sectional survey was conducted among nurses in a tertiary hospital in Nanjing, China. Statistically, a Structural Equation Modeling -Partial Least Squares path modeling approach was applied to examine the research model. RESULTS: A total of 1100 valid questionnaires were recycled. The modified model explained 74.7%, 83.0% and 86% of the variance in user satisfaction, behavioral intention and user behavior, respectively. The results showed that performance expectancy (beta = 0.254, p = 0.000), social influence (beta = 0.136, p = 0.047), facilitating conditions (beta = 0.245, p = 0.000), self-efficacy (beta = 0.121, p = 0.048) and user satisfaction (beta = 0.193, p = 0.001) all had significant effects on nurses' intention. Although effort expectancy (beta = 0.010, p = 0.785) did not have a direct effect on nurses' intention, it could indirectly influence nurses' intention with user satisfaction as the mediator (beta = 0.296, p = 0.000). User behavior was significantly predicted by facilitating conditions (beta = 0.298, p = 0.000) and user intention (beta = 0.654, p = 0.001). CONCLUSION: The research enhances our understanding of the determinants of nurses' acceptance of venous thromboembolism clinical decision support system. Among these factors, performance expectancy was considered as the top priority. It highlights the importance of optimizing system performance to fit the users' needs. Generally, the findings in our research provide clinical technology designers and administrators with valuable information to better meet users' requirements and promote the implementation of venous thromboembolism clinical decision support system."
31630113,Using normalisation process theory to understand workflow implications of decision support implementation across diverse primary care settings.,"BACKGROUND: Effective implementation of technologies into clinical workflow is hampered by lack of integration into daily activities. Normalisation process theory (NPT) can be used to describe the kinds of 'work' necessary to implement and embed complex new practices. We determined the suitability of NPT to assess the facilitators, barriers and 'work' of implementation of two clinical decision support (CDS) tools across diverse care settings. METHODS: We conducted baseline and 6-month follow-up quantitative surveys of clinic leadership at two academic institutions' primary care clinics randomised to the intervention arm of a larger study. The survey was adapted from the NPT toolkit, analysing four implementation domains: sense-making, participation, action, monitoring. Domains were summarised among completed responses (n=60) and examined by role, institution, and time. RESULTS: The median score for each NPT domain was the same across roles and institutions at baseline, and decreased at 6 months. At 6 months, clinic managers' participation domain (p=0.003), and all domains for medical directors (p<0.003) declined. At 6 months, the action domain decreased among Utah respondents (p=0.03), and all domains decreased among Wisconsin respondents (p</=0.008). CONCLUSIONS: This study employed NPT to longitudinally assess the implementation barriers of new CDS. The consistency of results across participant roles suggests similarities in the work each role took on during implementation. The decline in engagement over time suggests the need for more frequent contact to maintain momentum. Using NPT to evaluate this implementation provides insight into domains which can be addressed with participants to improve success of new electronic health record technologies. TRIAL REGISTRATION NUMBER: NCT02534987."
31831546,Acute kidney injury electronic alerts: mixed methods Normalisation Process Theory evaluation of their implementation into secondary care in England.,"OBJECTIVE: Around one in five emergency hospital admissions are affected by acute kidney injury (AKI). To address poor quality of care in relation to AKI, electronic alerts (e-alerts) are mandated across primary and secondary care in England and Wales. Evidence of the benefit of AKI e-alerts remains conflicting, with at least some uncertainty explained by poor or unclear implementation. The objective of this study was to identify factors relating to implementation, using Normalisation Process Theory (NPT), which promote or inhibit use of AKI e-alerts in secondary care. DESIGN: Mixed methods combining qualitative (observations, semi-structured interviews) and quantitative (survey) methods. SETTING AND PARTICIPANTS: Three secondary care hospitals in North East England, representing two distinct AKI e-alerting systems. Observations (>44 hours) were conducted in Emergency Assessment Units (EAUs). Semi-structured interviews were conducted with clinicians (n=29) from EAUs, vascular or general surgery or care of the elderly. Qualitative data were supplemented by Normalization MeAsure Development (NoMAD) surveys (n=101). ANALYSIS: Qualitative data were analysed using the NPT framework, with quantitative data analysed descriptively and using chi(2) and Wilcoxon signed-rank test for differences in current and future normalisation. RESULTS: Participants reported familiarity with the AKI e-alerts but that the e-alerts would become more normalised in the future (p<0.001). No single NPT mechanism led to current (un)successful implementation of the e-alerts, but analysis of the underlying subconstructs identified several mechanisms indicative of successful normalisation (internalisation, legitimation) or unsuccessful normalisation (initiation, differentiation, skill set workability, systematisation). CONCLUSIONS: Clinicians recognised the value and importance of AKI e-alerts in their practice, although this was not sufficient for the e-alerts to be routinely engaged with by clinicians. To further normalise the use of AKI e-alerts, there is a need for tailored training on use of the e-alerts and routine feedback to clinicians on the impact that e-alerts have on patient outcomes."
37105697,Using sociotechnical theory to understand medication safety work in primary care and prescribers' use of clinical decision support: a qualitative study.,"OBJECTIVES: The concept of safety work draws attention to the intentional work of ensuring safety within care systems. Clinical decision support (CDS) has been designed to enhance medication safety in primary care by providing decision-making support to prescribers. Sociotechnical theory understands that healthcare settings are complex and dynamically connected systems of fluid networks, human agents, changing relationships and social processes. This study aimed to understand the relationship between safety work and the use of CDS. DESIGN AND SETTING: This qualitative study took place across nine different general practices in England. Stakeholders included general practitioners (GPs) and general practice-based pharmacists and nurse prescribers. Semi-structured interviews were conducted to illicit how the system was used by the participants in the context of medication safety work. Data analysis conducted alongside data collection was thematic and drew on socio-technical theory. PARTICIPANTS: Twenty-three interviews were conducted with 14 GPs, three nurse prescribers and three practice pharmacists between February 2018 and June 2020. RESULTS: Safety work was contextually situated in a complex network of relationships. Three interconnected themes were interpreted from the data: (1) the use of CDS within organisational and social practices and workflows; (2) safety work and the use of CDS within the interplay between prescribers, patients and populations; and (3) the affordances embedded in CDS systems. CONCLUSION: The use of sociotechnical theory here extends current thinking in patient safety particularly in the ways that safety work was co-constituted with the use of CDS alerts. This has implications for implementation and use to ensure that the contexts into which such CDS systems are implemented are taken into account. Understanding how alerts can adapt safety culture will help improve the efficacy of CDS systems, enhance prescribing safety and help to further understand how safety work is achieved in primary care."
31621071,Development and Implementation of Electronic Health Record-Integrated Model-Informed Clinical Decision Support Tools for the Precision Dosing of Drugs.,"Imagine it is 2030, and the drug label is in the cloud, is interactive, and can provide model-informed precision dosing support based on an individual's genomic and physiologic makeup that is uploaded via a user-friendly interface. Precision medicine has vastly improved our ability to provide tailored therapeutics, and groundbreaking advances in noninvasive systems have generated smart wearable devices that can follow our physiologic state and drug exposure in real time. One device consists of a microfluidic drug biosensor with a transmitter attached to the skin and a mobile app that displays concentration values and trends while issuing alerts and providing suggestions on dose changes when out of range. This sounds compelling, but why has model-informed precision dosing not yet become common clinical reality in 2020?"
28859829,Multi-model-based interactive authoring environment for creating shareable medical knowledge.,"OBJECTIVE: Technologically integrated healthcare environments can be realized if physicians are encouraged to use smart systems for the creation and sharing of knowledge used in clinical decision support systems (CDSS). While CDSSs are heading toward smart environments, they lack support for abstraction of technology-oriented knowledge from physicians. Therefore, abstraction in the form of a user-friendly and flexible authoring environment is required in order for physicians to create shareable and interoperable knowledge for CDSS workflows. Our proposed system provides a user-friendly authoring environment to create Arden Syntax MLM (Medical Logic Module) as shareable knowledge rules for intelligent decision-making by CDSS. METHODS AND MATERIALS: Existing systems are not physician friendly and lack interoperability and shareability of knowledge. In this paper, we proposed Intelligent-Knowledge Authoring Tool (I-KAT), a knowledge authoring environment that overcomes the above mentioned limitations. Shareability is achieved by creating a knowledge base from MLMs using Arden Syntax. Interoperability is enhanced using standard data models and terminologies. However, creation of shareable and interoperable knowledge using Arden Syntax without abstraction increases complexity, which ultimately makes it difficult for physicians to use the authoring environment. Therefore, physician friendliness is provided by abstraction at the application layer to reduce complexity. This abstraction is regulated by mappings created between legacy system concepts, which are modeled as domain clinical model (DCM) and decision support standards such as virtual medical record (vMR) and Systematized Nomenclature of Medicine - Clinical Terms (SNOMED CT). We represent these mappings with a semantic reconciliation model (SRM). RESULTS: The objective of the study is the creation of shareable and interoperable knowledge using a user-friendly and flexible I-KAT. Therefore we evaluated our system using completeness and user satisfaction criteria, which we assessed through the system- and user-centric evaluation processes. For system-centric evaluation, we compared the implementation of clinical information modelling system requirements in our proposed system and in existing systems. The results suggested that 82.05% of the requirements were fully supported, 7.69% were partially supported, and 10.25% were not supported by our system. In the existing systems, 35.89% of requirements were fully supported, 28.20% were partially supported, and 35.89% were not supported. For user-centric evaluation, the assessment criterion was 'ease of use'. Our proposed system showed 15 times better results with respect to MLM creation time than the existing systems. Moreover, on average, the participants made only one error in MLM creation using our proposed system, but 13 errors per MLM using the existing systems. CONCLUSION: We provide a user-friendly authoring environment for creation of shareable and interoperable knowledge for CDSS to overcome knowledge acquisition complexity. The authoring environment uses state-of-the-art decision support-related clinical standards with increased ease of use."
27577430,Design of a Fine-Grained Knowledge Model for the Formalization of Clinical Practice Guidelines: Comparison with GEM.,"Published as textual documents, clinical practice guidelines (CPGs) didn't demonstrate to impact physician practices when disseminated in their original format. However, when computerized and embedded in clinical decision support systems, they appeared to be more effective. In order to ease the translation from textual to computerized CPGs, we have elaborated a fine-grained knowledge model of CPGs (FGKM) to be used when authoring CPGs. The work has been conducted on VIDALRecos(R) CPGs. The building of the model has followed a bottom-up iterative process starting with 15 different CPGs. The first version of the FGKM has been assessed on two new complex CPGs, and was enriched by comparison with the Guideline Elements Model (GEM). The final version of the FGKM has been tested on the 2014 Hypertension CPGs. We compared the rules automatically derived from FGKM instances to those manually extracted from textual CPGs for decision support. Results showed that difficulties such as text normalization have to be solved. The FGKM is intended to be used upstream of the process of CPGs authoring in order to ease the implementation and the update of both textual and computerized CPGs."
29973225,Implementation and use of computerised clinical decision support (CCDS) in emergency pre-hospital care: a qualitative study of paramedic views and experience using Strong Structuration Theory.,"BACKGROUND: Computerised clinical decision support (CCDS) has been shown to improve processes of care in some healthcare settings, but there is little evidence related to its use or effects in pre-hospital emergency care. CCDS in this setting aligns with policies to increase IT use in ambulance care, enhance paramedic decision-making skills, reduce avoidable emergency department attendances and improve quality of care and patient experience. This qualitative study was conducted alongside a cluster randomised trial in two ambulance services of the costs and effects of web-based CCDS system designed to support paramedic decision-making in the care of older people following a fall. Paramedics were trained to enter observations and history for relevant patients on a tablet, and the CCDS then generated a recommended course of action which could be logged. Our aim was to describe paramedics' experience of the CCDS intervention and to identify factors affecting its implementation and use. METHODS: We invited all paramedics who had been randomly allocated to the intervention arm of the trial to participate in interviews or focus groups. The study was underpinned by Strong Structuration Theory, a theoretical model for studying innovation based on the relationship between what people do and their context. We used the Framework approach to data analysis. RESULTS: Twenty out of 22 paramedics agreed to participate. We developed a model of paramedic experience of CCDS with three domains: context, adoption and use, and outcomes. Aspects of context which had an impact included organisational culture and perceived support for non-conveyance decisions. Experience of adoption and use of the CCDS varied between individual paramedics, with some using it with all eligible patients, some only with patients they thought were 'suitable' and some never using it. A range of outcomes were reported, some of which were different from the intended role of the technology in decision support. CONCLUSION: Implementation of new technology such as CCDS is not a one-off event, but an ongoing process, which requires support at the organisational level to be effective. TRIAL REGISTRATION: ISRCTN Registry 10538608 . Registered 1 May 2007. Retrospectively registered."
30419934,"What drives adoption of a computerised, multifaceted quality improvement intervention for cardiovascular disease management in primary healthcare settings? A mixed methods analysis using normalisation process theory.","BACKGROUND: A computerised, multifaceted quality improvement (QI) intervention for cardiovascular disease (CVD) management in Australian primary healthcare was evaluated in a cluster randomised controlled trial. The intervention was associated with improved CVD risk factor screening but there was no improvement in prescribing rates of guideline-recommended medicines. The aim of this study was to conduct a process evaluation to identify and explain the underlying mechanisms by which the intervention did and did not have an impact. METHODS/DESIGN: Normalisation process theory (NPT) was used to understand factors that supported or constrained normalisation of the intervention into routine practice. A case study design was used in which six of the 30 participating intervention sites were purposively sampled to obtain a mix of size, governance, structure and performance. Multiple data sources were drawn on including trial outcome data, surveys of job satisfaction and team climate (68 staff) and in-depth interviews (19 staff). Data were primarily analysed within cases and compared with quantitative findings in other trial intervention and usual care sites. RESULTS: We found a complex interaction between implementation processes and several contextual factors affecting uptake of the intervention. There was no clear association between team climate, job satisfaction and intervention outcomes. There were four spheres of influence that appeared to enhance or detract from normalisation of the intervention: organisational mission and history (e.g. strategic investment to promote a QI culture enhanced cognitive participation), leadership (e.g. ability to energise or demotivate others influenced coherence), team environment (e.g. synergistic activities of team members with different skill sets influenced collective action) and technical integrity of the intervention (e.g. tools that slowed computer systems limited reflective action). DISCUSSION: Use of NPT helped explain how certain contextual factors influence the work that is done by individuals and teams when implementing a novel intervention. Although these factors do not necessarily distil into a recipe for successful uptake, they may assist system planners, intervention developers, and health professionals to better understand the trajectory that primary health care services may take when developing and engaging with QI interventions. TRIAL REGISTRATION: ACTRN 12611000478910 . Registered 08 May 2011."
31055764,"Extending BPMN 2.0 for intraoperative workflow modeling with IEEE 11073 SDC for description and orchestration of interoperable, networked medical devices.","PURPOSE: Surgical workflow management in integrated operating rooms (ORs) enables the implementation of novel computer-aided surgical assistance and new applications in process automation, situation awareness, and decision support. The context-sensitive configuration and orchestration of interoperable, networked medical devices is a prerequisite for an effective reduction in the surgeons' workload, by providing the right service and right information at the right time. The information about the surgical situation must be described as surgical process models and distributed to the medical devices and IT systems in the OR. Available modeling languages are not capable of describing surgical processes for this application. METHODS: In this work, the BPMN(SIX) modeling language for intraoperative processes is technically enhanced and implemented for workflow build-time and run-time. Therefore, particular attention is given to the integration of the recently published IEEE 11073 SDC standard family for a service-oriented architecture of networked medical devices. In addition, interaction patterns for context-aware configuration and device orchestration were presented. RESULTS: The identified interaction patterns were implemented in BPMN(SIX) for an ophthalmologic use case. Therefore, the examples of the process-driven incorporation and control of device services could be demonstrated. CONCLUSION: The modeling of surgical procedures with BPMN(SIX) allows the implementation of context-sensitive surgical assistance functionalities and enables flexibility in terms of the orchestration of dynamically changing device ensembles and integration of unknown devices in the surgical workflow management."
26159465,WebDISCO: a web service for distributed cox model learning without patient-level data sharing.,"OBJECTIVE: The Cox proportional hazards model is a widely used method for analyzing survival data. To achieve sufficient statistical power in a survival analysis, it usually requires a large amount of data. Data sharing across institutions could be a potential workaround for providing this added power. METHODS AND MATERIALS: The authors develop a web service for distributed Cox model learning (WebDISCO), which focuses on the proof-of-concept and algorithm development for federated survival analysis. The sensitive patient-level data can be processed locally and only the less-sensitive intermediate statistics are exchanged to build a global Cox model. Mathematical derivation shows that the proposed distributed algorithm is identical to the centralized Cox model. RESULTS: The authors evaluated the proposed framework at the University of California, San Diego (UCSD), Emory, and Duke. The experimental results show that both distributed and centralized models result in near-identical model coefficients with differences in the range [Formula: see text] to [Formula: see text]. The results confirm the mathematical derivation and show that the implementation of the distributed model can achieve the same results as the centralized implementation. LIMITATION: The proposed method serves as a proof of concept, in which a publicly available dataset was used to evaluate the performance. The authors do not intend to suggest that this method can resolve policy and engineering issues related to the federated use of institutional data, but they should serve as evidence of the technical feasibility of the proposed approach.Conclusions WebDISCO (Web-based Distributed Cox Regression Model; https://webdisco.ucsd-dbmi.org:8443/cox/) provides a proof-of-concept web service that implements a distributed algorithm to conduct distributed survival analysis without sharing patient level data."
27655861,Predicting inpatient clinical order patterns with probabilistic topic models vs conventional order sets.,"OBJECTIVE: Build probabilistic topic model representations of hospital admissions processes and compare the ability of such models to predict clinical order patterns as compared to preconstructed order sets. MATERIALS AND METHODS: The authors evaluated the first 24 hours of structured electronic health record data for > 10 K inpatients. Drawing an analogy between structured items (e.g., clinical orders) to words in a text document, the authors performed latent Dirichlet allocation probabilistic topic modeling. These topic models use initial clinical information to predict clinical orders for a separate validation set of > 4 K patients. The authors evaluated these topic model-based predictions vs existing human-authored order sets by area under the receiver operating characteristic curve, precision, and recall for subsequent clinical orders. RESULTS: Existing order sets predict clinical orders used within 24 hours with area under the receiver operating characteristic curve 0.81, precision 16%, and recall 35%. This can be improved to 0.90, 24%, and 47% ( P  < 10 -20 ) by using probabilistic topic models to summarize clinical data into up to 32 topics. Many of these latent topics yield natural clinical interpretations (e.g., ""critical care,"" ""pneumonia,"" ""neurologic evaluation""). DISCUSSION: Existing order sets tend to provide nonspecific, process-oriented aid, with usability limitations impairing more precise, patient-focused support. Algorithmic summarization has the potential to breach this usability barrier by automatically inferring patient context, but with potential tradeoffs in interpretability. CONCLUSION: Probabilistic topic modeling provides an automated approach to detect thematic trends in patient care and generate decision support content. A potential use case finds related clinical orders for decision support."
34423364,A survey of extant organizational and computational setups for deploying predictive models in health systems.,"OBJECTIVE: Artificial intelligence (AI) and machine learning (ML) enabled healthcare is now feasible for many health systems, yet little is known about effective strategies of system architecture and governance mechanisms for implementation. Our objective was to identify the different computational and organizational setups that early-adopter health systems have utilized to integrate AI/ML clinical decision support (AI-CDS) and scrutinize their trade-offs. MATERIALS AND METHODS: We conducted structured interviews with health systems with AI deployment experience about their organizational and computational setups for deploying AI-CDS at point of care. RESULTS: We contacted 34 health systems and interviewed 20 healthcare sites (58% response rate). Twelve (60%) sites used the native electronic health record vendor configuration for model development and deployment, making it the most common shared infrastructure. Nine (45%) sites used alternative computational configurations which varied significantly. Organizational configurations for managing AI-CDS were distinguished by how they identified model needs, built and implemented models, and were separable into 3 major types: Decentralized translation (n = 10, 50%), IT Department led (n = 2, 10%), and AI in Healthcare (AIHC) Team (n = 8, 40%). DISCUSSION: No singular computational configuration enables all current use cases for AI-CDS. Health systems need to consider their desired applications for AI-CDS and whether investment in extending the off-the-shelf infrastructure is needed. Each organizational setup confers trade-offs for health systems planning strategies to implement AI-CDS. CONCLUSION: Health systems will be able to use this framework to understand strengths and weaknesses of alternative organizational and computational setups when designing their strategy for artificial intelligence."
34387686,A theory-based meta-regression of factors influencing clinical decision support adoption and implementation.,"OBJECTIVE: The purpose of the study was to explore the theoretical underpinnings of effective clinical decision support (CDS) factors using the comparative effectiveness results. MATERIALS AND METHODS: We leveraged search results from a previous systematic literature review and updated the search to screen articles published from January 2017 to January 2020. We included randomized controlled trials and cluster randomized controlled trials that compared a CDS intervention with and without specific factors. We used random effects meta-regression procedures to analyze clinician behavior for the aggregate effects. The theoretical model was the Unified Theory of Acceptance and Use of Technology (UTAUT) model with motivational control. RESULTS: Thirty-four studies were included. The meta-regression models identified the importance of effort expectancy (estimated coefficient = -0.162; P = .0003); facilitating conditions (estimated coefficient = 0.094; P = .013); and performance expectancy with motivational control (estimated coefficient = 1.029; P = .022). Each of these factors created a significant impact on clinician behavior. The meta-regression model with the multivariate analysis explained a large amount of the heterogeneity across studies (R2 = 88.32%). DISCUSSION: Three positive factors were identified: low effort to use, low controllability, and providing more infrastructure and implementation strategies to support the CDS. The multivariate analysis suggests that passive CDS could be effective if users believe the CDS is useful and/or social expectations to use the CDS intervention exist. CONCLUSIONS: Overall, a modified UTAUT model that includes motivational control is an appropriate model to understand psychological factors associated with CDS effectiveness and to guide CDS design, implementation, and optimization."
36040195,"A smart, practical, deep learning-based clinical decision support tool for patients in the prostate-specific antigen gray zone: model development and validation.","OBJECTIVE: Despite efforts to improve screening and early detection of prostate cancer (PC), no available biomarker has shown acceptable performance in patients with prostate-specific antigen (PSA) gray zones. We aimed to develop a deep learning-based prediction model with minimized parameters and missing value handling algorithms for PC and clinically significant PC (CSPC). MATERIALS AND METHODS: We retrospectively analyzed data from 18 824 prostate biopsies collected between March 2003 and December 2020 from 2 databases, resulting in 12 739 cases in the PSA gray zone of 2.0-10.0 ng/mL. Dense neural network (DNN) and extreme gradient boosting (XGBoost) models for PC and CSPC were developed with 5-fold cross-validation. The area under the curve of the receiver operating characteristic (AUROC) was compared with that of serum PSA, PSA density, free PSA (fPSA) portion, and prostate health index (PHI). RESULTS: The AUROC values in the DNN model with the imputation of missing values were 0.739 and 0.708 (PC) and 0.769 and 0.742 (CSPC) in internal and external validation, whereas those of the non-imputed dataset were 0.740 and 0.771 (PC) and 0.807 and 0.771 (CSPC), respectively. The performance of the DNN model was like that of the XGBoost model, but better than all tested clinical biomarkers for both PC and CSPC. The developed DNN model outperformed PHI, serum PSA, and percent-fPSA with or without missing value imputation. DISCUSSION: DNN models for missing value imputation can be used to predict PC and CSPC. Further validation in real-life scenarios are need to recommend for actual implementation, but the results from our study support the increasing role of deep learning analytics in the clinical setting. CONCLUSIONS: A deep learning model for PC and CSPC in PSA gray zones using minimal, routinely used clinical parameter variables and data imputation of missing values was successfully developed and validated."
33118943,Integrating the Practical Robust Implementation and Sustainability Model With Best Practices in Clinical Decision Support Design: Implementation Science Approach.,"BACKGROUND: Clinical decision support (CDS) design best practices are intended to provide a narrative representation of factors that influence the success of CDS tools. However, they provide incomplete direction on evidence-based implementation principles. OBJECTIVE: This study aims to describe an integrated approach toward applying an existing implementation science (IS) framework with CDS design best practices to improve the effectiveness, sustainability, and reproducibility of CDS implementations. METHODS: We selected the Practical Robust Implementation and Sustainability Model (PRISM) IS framework. We identified areas where PRISM and CDS design best practices complemented each other and defined methods to address each. Lessons learned from applying these methods were then used to further refine the integrated approach. RESULTS: Our integrated approach to applying PRISM with CDS design best practices consists of 5 key phases that iteratively interact and inform each other: multilevel stakeholder engagement, designing the CDS, design and usability testing, thoughtful deployment, and performance evaluation and maintenance. The approach is led by a dedicated implementation team that includes clinical informatics and analyst builder expertise. CONCLUSIONS: Integrating PRISM with CDS design best practices extends user-centered design and accounts for the multilevel, interacting, and dynamic factors that influence CDS implementation in health care. Integrating PRISM with CDS design best practices synthesizes the many known contextual factors that can influence the success of CDS tools, thereby enhancing the reproducibility and sustainability of CDS implementations. Others can adapt this approach to their situation to maximize and sustain CDS implementation success."
30802151,Implementing Precision Medicine in Community-Based Oncology Programs: Three Models.,"The use of precision medicine and the number of genomic-based treatments and immunotherapies is increasing. Nevertheless, oncology providers face challenges to implementing precision medicine, including in community practices, where most patients receive treatment. On January 31, 2018, ASCO hosted Precision Medicine: Expanding Opportunities, the inaugural event in ASCO's new State of Cancer Care in America (SOCCA) event series. This article draws from the inaugural SOCCA event and the experiences of the SOCCA event participants to summarize the opportunities and challenges of precision medicine, and to highlight three successful models of implementing precision oncology in large, multisite community practices or networks: (1) Intermountain Healthcare, (2) Levine Cancer Institute, Atrium Health, and (3) National Cancer Care Alliance. The experience of these practices suggests that practice innovations that offer clinical decision support through molecular tumor boards and clinical pathways, and administrative support for prior authorization and clinical trial matching are key to successful implementation of large-scale, community-based precision medicine programs."
31290984,Three Critical Questions That Should Be Asked Before Using Prediction Models for Clinical Decision Support.,
29587047,Microsimulation Modeling for Health Decision Sciences Using R: A Tutorial.,"Microsimulation models are becoming increasingly common in the field of decision modeling for health. Because microsimulation models are computationally more demanding than traditional Markov cohort models, the use of computer programming languages in their development has become more common. R is a programming language that has gained recognition within the field of decision modeling. It has the capacity to perform microsimulation models more efficiently than software commonly used for decision modeling, incorporate statistical analyses within decision models, and produce more transparent models and reproducible results. However, no clear guidance for the implementation of microsimulation models in R exists. In this tutorial, we provide a step-by-step guide to build microsimulation models in R and illustrate the use of this guide on a simple, but transferable, hypothetical decision problem. We guide the reader through the necessary steps and provide generic R code that is flexible and can be adapted for other models. We also show how this code can be extended to address more complex model structures and provide an efficient microsimulation approach that relies on vectorization solutions."
26677185,Systems Medicine in Oncology: Signaling Network Modeling and New-Generation Decision-Support Systems.,"Two different perspectives are the main focus of this book chapter: (1) A perspective that looks to the future, with the goal of devising rational associations of targeted inhibitors against distinct altered signaling-network pathways. This goal implies a sufficiently in-depth molecular diagnosis of the personal cancer of a given patient. A sufficiently robust and extended dynamic modeling will suggest rational combinations of the abovementioned oncoprotein inhibitors. The work toward new selective drugs, in the field of medicinal chemistry, is very intensive. Rational associations of selective drug inhibitors will become progressively a more realistic goal within the next 3-5 years. Toward the possibility of an implementation in standard oncologic structures of technologically sufficiently advanced countries, new (legal) rules probably will have to be established through a consensus process, at the level of both diagnostic and therapeutic behaviors.(2) The cancer patient of today is not the patient of 5-10 years from now. How to support the choice of the most convenient (and already clinically allowed) treatment for an individual cancer patient, as of today? We will consider the present level of artificial intelligence (AI) sophistication and the continuous feeding, updating, and integration of cancer-related new data, in AI systems. We will also report briefly about one of the most important projects in this field: IBM Watson US Cancer Centers. Allowing for a temporal shift, in the long term the two perspectives should move in the same direction, with a necessary time lag between them."
32810611,Special Commentary: Using Clinical Decision Support Systems to Bring Predictive Models to the Glaucoma Clinic.,"Advances in the field of predictive modeling using artificial intelligence and machine learning have the potential to improve clinical care and outcomes, but only if the results of these models are presented appropriately to clinicians at the time they make decisions for individual patients. Clinical decision support (CDS) systems could be used to accomplish this. Modern CDS systems are computer-based tools designed to improve clinician decision making for individual patients. However, not all CDS systems are effective. Four principles that have been shown in other medical fields to be important for successful CDS system implementation are (1) integration into clinician workflow, (2) user-centered interface design, (3) evaluation of CDS systems and rules, and (4) standards-based development so the tools can be deployed across health systems."
25980878,A public health decision support system model using reasoning methods.,"PROBLEM: Public health programs must be based on the real health needs of the population. However, the design of efficient and effective public health programs is subject to availability of information that can allow users to identify, at the right time, the health issues that require special attention. OBJECTIVE: The objective of this paper is to propose a case-based reasoning model for the support of decision-making in public health. RESULTS: The model integrates a decision-making process and case-based reasoning, reusing past experiences for promptly identifying new population health priorities. A prototype implementation of the model was performed, deploying the case-based reasoning framework jColibri. CONCLUSIONS: The proposed model contributes to solve problems found today when designing public health programs in Colombia. Current programs are developed under uncertain environments, as the underlying analyses are carried out on the basis of outdated and unreliable data."
26262028,The Shared Decision Making Frontier: a Feasibility and Usability Study for Managing Non-Critical Chronic Illness by Combining Behavioural & Decision Theory with Online Technology.,"The objective of this study is to determine if shared decisions for managing non-critical chronic illness, made through an online biomedical technology intervention, us feasible and usable. The technology intervention incorporates behavioural and decision theories to increase patient engagement, and ultimately long term adherence to health behaviour change. We devised the iheart web intervention as a ""proof of concept"" in five phases. The implementation incorporates the Vaadin web application framework, Drools, EclipseLink and a MySQL database. Two-thirds of the study participants favoured the technology intervention, based on Likert-scale questions from a post-study questionnaire. Qualitative analysis of think aloud feedback, video screen captures and open-ended questions from the post-study questionnaire uncovered six main areas or themes for improvement. We conclude that online shared decisions for managing a non-critical chronic illness are feasible and usable through the iheart web intervention."
29968616,Using Innovation-Decision Model to Describe the Adoption to Utilization of HIV-Data for Decision-Making in LMICs.,"Data informed decision-making (DIDM) plays a fundamental role in the fight against HIV and AIDS in Low-and-Middle-Income Countries (LMICs). Despite the scale-up of HIV care services, supported by health information systems (HIS), cases of under-utilization of data in decision-making are still being reported at different levels of the health system. Literature revealing the process involved in data users' decision to adopt DIDM in LMICs is meager. To fill this gap, we employ the innovation-decision model to describe the stages of adoption of DIDM by data users. Thus, we extract reports on efforts to promote DIDM in HIV from existing literature, and map this to the model. We then identify important stages, which require emphasis in the adoption process. Hence, implementers could benefit from use of the innovation-decision model in understanding adoption process of DIDM."
37203761,Modeling Clinical Guidelines for an Epilepsy-CDSS: The EDiTh Project.,"The knowledge transformation process involves the guideline for the diagnosis and therapy of epilepsy to an executable and computable knowledge base that serves as the basis for a decision-support system. We present a transparent knowledge representation model which facilitates technical implementation and verification. Knowledge is represented in a plain table, used in the frontend code of the software where simple reasoning is performed. The simple structure is sufficient and comprehensible also for non-technical persons (i.e., clinicians)."
